Ir. szám	Név	Megyekód	Járás	KSH kód	Jogállás	Terület	Népesség	Lakások
7183	Kisvejke	TO	Bonyhádi	31185	6	1133	359	140
7184	Lengyel	TO	Bonyhádi	24411	6	2003	486	235
7185	Mucsfa	TO	Bonyhádi	13620	6	1275	290	148
7186	Aparhant	TO	Bonyhádi	26125	6	1797	931	385
7186	Nagyvejke	TO	Bonyhádi	16452	6	777	147	93
7188	Szárász	BA	Komlói	07366	6	598	40	31
7191	Hőgyész	TO	Tamási	26055	5	3715	2601	1103
7192	Szakály	TO	Tamási	04464	6	4102	1203	595
7193	Regöly	TO	Tamási	15459	6	6267	965	521
7194	Kalaznó	TO	Tamási	23791	6	1835	132	102
7195	Mucsi	TO	Tamási	07029	6	2476	406	199
7200	Dombóvár	TO	Dombóvári	07685	4	7848	17300	8859
7211	Dalmand	TO	Dombóvári	29230	6	4877	1131	499
7212	Kocsola	TO	Dombóvári	22433	6	3334	1162	476
7213	Szakcs	TO	Dombóvári	10083	6	5579	768	441
7214	Lápafő	TO	Dombóvári	14605	6	931	143	84
7214	Várong	TO	Dombóvári	29124	6	663	112	87
7215	Nak	TO	Dombóvári	02796	6	2778	469	271
7224	Dúzs	TO	Tamási	19202	6	1127	224	110
7225	Csibrák	TO	Dombóvári	11998	6	1462	264	126
7226	Kurd	TO	Dombóvári	20507	6	3119	978	466
7227	Gyulaj	TO	Dombóvári	30359	6	7082	815	316
7228	Döbrököz	TO	Dombóvári	02565	6	4313	1867	942
7251	Kapospula	TO	Dombóvári	23296	6	1980	815	360
7252	Attala	TO	Dombóvári	32735	6	2064	720	346
7253	Csoma	SO	Kaposvári	08040	6	843	403	178
7253	Szabadi	SO	Kaposvári	14854	6	823	260	121
7255	Nagyberki	SO	Kaposvári	21449	6	2174	1317	506
7256	Kercseliget	SO	Kaposvári	14386	6	1947	344	150
7257	Mosdós	SO	Kaposvári	31343	6	1695	848	324
7258	Baté	SO	Kaposvári	32337	6	1028	765	298
7258	Kaposkeresztúr	SO	Kaposvári	12663	6	1980	321	124
7261	Kaposhomok	SO	Kaposvári	25867	6	1148	461	163
7261	Taszár	SO	Kaposvári	04932	6	1729	1732	820
7271	Fonó	SO	Kaposvári	22026	6	1061	283	146
7272	Gölle	SO	Kaposvári	30571	6	4469	755	412
7273	Büssü	SO	Kaposvári	08703	6	1719	344	138
7274	Kazsok	SO	Kaposvári	26888	6	1071	320	120
7275	Igal	SO	Kaposvári	11192	4	3606	1341	714
7276	Gadács	SO	Kaposvári	28264	6	386	82	59
7276	Somogyszil	SO	Kaposvári	03416	6	3846	654	331
7279	Kisgyalán	SO	Kaposvári	04826	6	941	191	98
7281	Bonnya	SO	Tabi	22673	6	1462	222	144
7282	Fiad	SO	Tabi	31644	6	1491	107	76
7282	Kisbárapáti	SO	Tabi	24493	6	2871	348	219
7283	Somogyacsa	SO	Tabi	30580	6	2446	152	163
7284	Somogydöröcske	SO	Tabi	15981	6	1083	136	93
7285	Kára	SO	Tabi	05351	6	537	45	42
7285	Szorosad	SO	Tabi	05193	6	648	102	55
7285	Törökkoppány	SO	Tabi	20093	6	2580	448	225
7300	Komló	BA	Komlói	26408	4	4655	21854	11477
7304	Mánfa	BA	Komlói	33923	6	2770	758	321
7305	Mecsekpölöske	BA	Komlói	11402	6	731	375	156
7331	Liget	BA	Komlói	17604	6	1207	369	143
7332	Magyaregregy	BA	Komlói	29753	6	2681	667	338
7333	Kárász	BA	Komlói	05999	6	802	310	152
7333	Vékény	BA	Komlói	24402	6	936	133	62
7334	Köblény	BA	Komlói	25247	6	804	201	104
7334	Szalatnak	BA	Komlói	09007	6	1028	306	169
7341	Csikóstőttős	TO	Dombóvári	30094	6	1770	741	354
7342	Mágocs	BA	Hegyháti	06813	4	4254	2077	912
7343	Nagyhajmás	BA	Hegyháti	12858	6	1801	278	131
7344	Mekényes	BA	Hegyháti	30492	6	1777	251	137
7345	Alsómocsolád	BA	Hegyháti	17385	6	1300	269	134
7346	Bikal	BA	Komlói	04899	6	1703	618	323
7347	Egyházaskozár	BA	Komlói	27401	6	2431	673	334
7348	Hegyhátmaróc	BA	Komlói	30951	6	759	122	84
7348	Tófű	BA	Komlói	04048	6	434	101	58
7349	Szászvár	BA	Komlói	33765	5	2117	2170	1032
7351	Máza	BA	Komlói	33756	6	1069	1110	485
7352	Györe	TO	Bonyhádi	25539	6	1132	573	250
7353	Izmény	TO	Bonyhádi	27711	6	1373	460	198
7354	Váralja	TO	Bonyhádi	32850	6	2113	753	359
7355	Nagymányok	TO	Bonyhádi	14030	4	1068	2103	915
7356	Kismányok	TO	Bonyhádi	06512	6	543	323	131
7357	Jágónak	TO	Dombóvári	09326	6	1540	220	140
7361	Kaposszekcső	TO	Dombóvári	18962	6	1562	1508	670
7362	Gerényes	BA	Hegyháti	13347	6	1234	242	95
7362	Tarrós	BA	Hegyháti	15635	6	529	102	52
7362	Vásárosdombó	BA	Hegyháti	02264	6	1174	1010	380
7370	Felsőegerszeg	BA	Hegyháti	13286	6	484	118	67
7370	Meződ	BA	Hegyháti	03470	6	1041	123	67
7370	Oroszló	BA	Komlói	04482	6	612	293	112
7370	Palé	BA	Hegyháti	23764	6	215	85	36
7370	Sásd	BA	Hegyháti	32160	4	1488	2817	1352
7370	Varga	BA	Hegyháti	28529	6	836	95	50
7370	Vázsnok	BA	Hegyháti	07074	6	475	111	65
7381	Ág	BA	Hegyháti	25812	6	1203	155	66
7381	Kisvaszar	BA	Hegyháti	09548	6	2035	313	112
7381	Tékes	BA	Hegyháti	27702	6	1256	200	102
7383	Baranyaszentgyörgy	BA	Hegyháti	05485	6	727	114	72
7383	Szágy	BA	Hegyháti	27508	6	940	106	61
7383	Tormás	BA	Hegyháti	22424	6	2470	247	125
7384	Baranyajenő	BA	Hegyháti	24749	6	1555	395	155
7386	Gödre	BA	Hegyháti	33233	6	3993	729	382
7391	Kisbeszterce	BA	Hegyháti	05722	6	747	74	39
7391	Kishajmás	BA	Hegyháti	06831	6	1176	182	88
7391	Mindszentgodisa	BA	Hegyháti	16285	6	2297	736	343
7393	Bakóca	BA	Hegyháti	22275	6	1065	263	134
7394	Bodolyabér	BA	Komlói	33002	6	909	193	113
7394	Magyarhertelend	BA	Komlói	05430	6	1616	572	282
7396	Magyarszék	BA	Komlói	22600	6	1386	986	389
7400	Kaposvár	SO	Kaposvári	20473	1	11359	59270	30757
7400	Orci	SO	Kaposvári	24536	6	997	535	197
7400	Zselickislak	SO	Kaposvári	24110	6	1039	414	181
7431	Juta	SO	Kaposvári	17279	6	1923	1113	454
7432	Csombárd	SO	Kaposvári	02477	6	899	263	110
7432	Hetes	SO	Kaposvári	09928	6	2663	1073	411
7434	Mezőcsokonya	SO	Kaposvári	30854	6	3078	1145	444
7435	Somogysárd	SO	Kaposvári	28723	6	3636	1159	489
7436	Újvárfalva	SO	Kaposvári	07205	6	1222	240	125
7439	Bodrog	SO	Kaposvári	10506	6	1478	381	190
7441	Magyaregres	SO	Kaposvári	25371	6	1440	548	216
7442	Várda	SO	Kaposvári	26781	6	1036	422	184
7443	Alsóbogát	SO	Kaposvári	34184	6	1201	221	98
7443	Edde	SO	Kaposvári	03489	6	851	164	83
7443	Somogyjád	SO	Kaposvári	28963	6	2506	1438	561
7444	Osztopán	SO	Kaposvári	19770	6	2283	750	333
7452	Somogyaszaló	SO	Kaposvári	31219	6	2212	736	286
7453	Mernye	SO	Kaposvári	23630	6	2593	1301	544
7454	Somodor	SO	Kaposvári	13824	6	1991	367	165
7455	Somogygeszti	SO	Kaposvári	20330	6	2171	416	192
7456	Felsőmocsolád	SO	Kaposvári	13985	6	1651	301	240
7457	Ecseny	SO	Kaposvári	10861	6	1292	201	152
7458	Polány	SO	Kaposvári	13790	6	1287	218	140
7463	Magyaratád	SO	Kaposvári	10427	6	1882	735	324
7463	Patalom	SO	Kaposvári	06141	6	668	274	93
7464	Ráksi	SO	Kaposvári	30863	6	1517	405	184
7465	Szentgáloskér	SO	Kaposvári	12973	6	2725	485	236
7471	Zimány	SO	Kaposvári	27614	6	1297	527	185
7472	Cserénfa	SO	Kaposvári	25681	6	1775	217	87
7472	Szentbalázs	SO	Kaposvári	25706	6	1214	325	113
7473	Gálosfa	SO	Kaposvári	06585	6	1976	219	107
7473	Hajmás	SO	Kaposvári	25830	6	1111	222	73
7473	Kaposgyarmat	SO	Kaposvári	28811	6	1107	80	37
7474	Simonfa	SO	Kaposvári	32780	6	1100	352	144
7474	Zselicszentpál	SO	Kaposvári	17491	6	1035	419	164
7475	Bőszénfa	SO	Kaposvári	26277	6	4295	469	194
7476	Kaposszerdahely	SO	Kaposvári	06424	6	885	968	369
7477	Patca	SO	Kaposvári	12168	6	496	55	36
7477	Szenna	SO	Kaposvári	15103	6	2698	734	284
7477	Szilvásszentmárton	SO	Kaposvári	32461	6	708	166	64
7477	Zselickisfalud	SO	Kaposvári	26842	6	2608	235	111
7478	Bárdudvarnok	SO	Kaposvári	03735	6	4856	1119	528
7479	Sántos	SO	Kaposvári	31121	6	1138	455	188
7500	Nagyatád	SO	Nagyatádi	17941	4	7060	9508	4870
7511	Ötvöskónyi	SO	Nagyatádi	32115	6	2771	834	301
7512	Mike	SO	Kaposvári	20905	6	3241	582	243
7513	Rinyaszentkirály	SO	Nagyatádi	26754	6	3056	393	152
7514	Tarany	SO	Nagyatádi	16735	6	5468	1090	455
7515	Somogyudvarhely	SO	Csurgói	04853	6	4042	939	434
7516	Berzence	SO	Csurgói	30119	5	5376	2265	955
7517	Bolhás	SO	Nagyatádi	13994	6	3143	377	183
7521	Kaposmérő	SO	Kaposvári	18227	6	1398	2385	868
7522	Kaposújlak	SO	Kaposvári	15732	6	893	729	274
7523	Kaposfő	SO	Kaposvári	09098	6	2726	1474	585
7523	Kisasszond	SO	Kaposvári	19053	6	784	148	76
7524	Kiskorpád	SO	Kaposvári	13781	6	1695	859	338
7525	Jákó	SO	Kaposvári	15927	6	1669	582	240
7526	Csököly	SO	Kaposvári	24314	6	2984	960	388
7527	Gige	SO	Kaposvári	09177	6	1319	382	124
7527	Rinyakovácsi	SO	Kaposvári	32674	6	1109	177	66
7530	Kadarkút	SO	Kaposvári	26453	4	3974	2318	937
7530	Kőkút	SO	Kaposvári	13745	6	2023	520	127
7532	Hencse	SO	Kaposvári	09946	6	711	298	145
7533	Hedrehely	SO	Kaposvári	16726	6	2551	332	172
7533	Visnye	SO	Kaposvári	19017	6	2438	203	107
7535	Lad	SO	Barcsi	16258	6	2235	540	267
7536	Patosfa	SO	Barcsi	15592	6	1507	244	133
7537	Homokszentgyörgy	SO	Barcsi	19150	6	4964	938	477
7538	Kálmáncsa	SO	Barcsi	06105	6	4885	524	234
7539	Szulok	SO	Barcsi	10986	6	2791	584	291
7541	Kutas	SO	Nagyatádi	28857	6	3655	1282	510
7542	Kisbajom	SO	Nagyatádi	24387	6	1367	333	171
7543	Beleg	SO	Nagyatádi	17127	6	1799	568	224
7544	Szabás	SO	Nagyatádi	28574	6	1811	599	182
7545	Nagykorpád	SO	Nagyatádi	32805	6	3342	498	219
7551	Lábod	SO	Nagyatádi	28291	6	6651	1759	749
7552	Rinyabesenyő	SO	Nagyatádi	05078	6	2863	181	70
7553	Görgeteg	SO	Nagyatádi	14599	6	3350	1029	432
7555	Csokonyavisonta	SO	Barcsi	05971	6	8129	1522	690
7556	Rinyaújlak	SO	Barcsi	20622	6	2426	304	145
7561	Nagybajom	SO	Kaposvári	21652	4	10806	3208	1128
7561	Pálmajor	SO	Kaposvári	34041	6	624	354	86
7562	Segesd	SO	Nagyatádi	27368	6	7309	2190	861
7563	Somogyszob	SO	Nagyatádi	18546	6	4008	1380	625
7564	Kaszó	SO	Nagyatádi	34193	6	2248	83	65
7570	Barcs	SO	Barcsi	32799	4	12290	9845	4509
7582	Komlósd	SO	Barcsi	09858	6	746	166	93
7582	Péterhida	SO	Barcsi	29197	6	1162	149	93
7584	Babócsa	SO	Barcsi	30474	6	3099	1353	685
7584	Rinyaújnép	SO	Barcsi	20321	6	828	46	41
7584	Somogyaracs	SO	Barcsi	05500	6	770	169	64
7585	Bakháza	SO	Nagyatádi	14395	6	592	164	80
7585	Háromfa	SO	Nagyatádi	08837	6	4214	649	312
7586	Bolhó	SO	Barcsi	18120	6	2507	671	376
7587	Heresznye	SO	Barcsi	24846	6	990	267	155
7588	Vízvár	SO	Barcsi	29780	6	3224	448	322
7589	Bélavár	SO	Barcsi	06910	6	2278	294	206
7600	Pécs	BA	Pécsi	19415	1	16278	141031	74111
7639	Kökény	BA	Pécsi	03540	6	490	619	250
7661	Erzsébet	BA	Pécsváradi	13499	6	975	259	131
7661	Kátoly	BA	Pécsváradi	19132	6	875	284	140
7661	Kékesd	BA	Pécsváradi	16805	6	811	166	89
7661	Szellő	BA	Pécsváradi	16984	6	596	106	68
7663	Máriakéménd	BA	Bólyi	14483	6	1578	542	221
7664	Berkesd	BA	Pécsi	16461	6	1904	783	295
7664	Pereked	BA	Pécsi	12867	6	674	162	72
7664	Szilágy	BA	Pécsi	19831	6	1155	283	134
7666	Pogány	BA	Pécsi	17242	6	1155	1335	471
7668	Gyód	BA	Pécsi	18315	6	325	743	306
7668	Keszü	BA	Pécsi	03832	6	731	1384	488
7671	Aranyosgadány	BA	Pécsi	06886	6	826	335	137
7671	Bicsérd	BA	Szentlőrinci	13310	6	1975	1009	375
7671	Zók	BA	Szentlőrinci	12201	6	893	252	113
7672	Boda	BA	Szentlőrinci	20899	6	1542	408	169
7673	Cserkút	BA	Pécsi	03896	6	667	630	223
7673	Kővágószőlős	BA	Pécsi	15538	6	1825	1327	564
7675	Bakonya	BA	Pécsi	08299	6	1507	337	138
7675	Kővágótöttös	BA	Pécsi	06992	6	1394	330	132
7677	Orfű	BA	Pécsi	11730	6	3215	1079	631
7678	Abaliget	BA	Pécsi	12548	6	1609	613	284
7678	Husztót	BA	Pécsi	31431	6	675	54	45
7678	Kovácsszénája	BA	Pécsi	14517	6	783	66	45
7681	Hetvehely	BA	Szentlőrinci	07126	6	2138	435	170
7681	Okorvölgy	BA	Szentlőrinci	08341	6	311	87	34
7681	Szentkatalin	BA	Szentlőrinci	09803	6	1331	95	66
7682	Bükkösd	BA	Szentlőrinci	23162	6	3015	1009	450
7683	Cserdi	BA	Szentlőrinci	26082	6	646	379	159
7683	Dinnyeberki	BA	Szentlőrinci	11952	6	856	89	40
7683	Helesfa	BA	Szentlőrinci	17190	6	987	440	143
7694	Hosszúhetény	BA	Pécsi	30836	6	4527	3348	1270
7695	Mecseknádasd	BA	Pécsváradi	13444	6	3608	1482	665
7695	Óbánya	BA	Pécsváradi	12645	6	749	95	70
7695	Ófalu	BA	Pécsváradi	19646	6	985	335	156
7696	Hidas	BA	Pécsváradi	06798	6	1906	1834	798
7700	Mohács	BA	Mohácsi	23959	4	11223	17315	8523
7711	Bár	BA	Mohácsi	24378	6	900	545	265
7712	Dunaszekcső	BA	Mohácsi	09186	6	3675	1733	922
7716	Homorúd	BA	Mohácsi	29966	6	4473	516	373
7717	Kölked	BA	Mohácsi	17899	6	6194	947	374
7718	Udvar	BA	Mohácsi	04437	6	440	122	66
7720	Apátvarasd	BA	Pécsváradi	27298	6	814	121	40
7720	Lovászhetény	BA	Pécsváradi	24624	6	895	284	113
7720	Martonfa	BA	Pécsváradi	02228	6	569	212	91
7720	Pécsvárad	BA	Pécsváradi	10825	4	3603	3822	1619
7720	Zengővárkony	BA	Pécsváradi	15848	6	1671	414	171
7723	Erdősmecske	BA	Pécsváradi	18704	6	2644	304	174
7724	Feked	BA	Mohácsi	04543	6	1933	190	119
7725	Szebény	BA	Mohácsi	03018	6	1437	288	163
7726	Véménd	BA	Mohácsi	20279	6	3181	1163	574
7727	Palotabozsok	BA	Mohácsi	10135	6	2019	782	400
7728	Görcsönydoboka	BA	Mohácsi	09636	6	951	329	177
7728	Somberek	BA	Mohácsi	23472	6	3142	1318	519
7731	Nagypall	BA	Pécsváradi	19877	6	713	354	149
7732	Fazekasboda	BA	Pécsváradi	17835	6	702	183	97
7733	Geresdlak	BA	Pécsváradi	02857	6	2528	727	385
7733	Maráza	BA	Mohácsi	29920	6	970	173	91
7735	Erdősmárok	BA	Mohácsi	25821	6	814	81	53
7735	Himesháza	BA	Mohácsi	27933	6	1754	929	448
7735	Szűr	BA	Mohácsi	11217	6	784	240	122
7737	Székelyszabar	BA	Mohácsi	16771	6	1548	520	239
7741	Nagykozár	BA	Pécsi	10940	6	1146	1984	709
7742	Bogád	BA	Pécsi	32151	6	784	1063	494
7743	Romonya	BA	Pécsi	24855	6	707	538	196
7744	Ellend	BA	Pécsi	06099	6	799	214	101
7745	Hásságy	BA	Bólyi	27881	6	800	262	141
7745	Olasz	BA	Bólyi	18555	6	1029	576	249
7747	Belvárdgyula	BA	Bólyi	19008	6	1723	348	168
7747	Birján	BA	Pécsi	05139	6	907	525	198
7751	Monyoród	BA	Bólyi	16027	6	712	177	93
7751	Szederkény	BA	Bólyi	05607	6	1433	1673	681
7752	Versend	BA	Bólyi	19725	6	1413	897	294
7753	Szajk	BA	Bólyi	08475	6	1136	758	315
7754	Bóly	BA	Bólyi	33154	4	2544	3713	1570
7755	Töttös	BA	Bólyi	04136	6	2299	535	244
7756	Borjád	BA	Bólyi	06725	6	1559	381	155
7756	Kisbudmér	BA	Bólyi	22868	6	572	95	39
7756	Nagybudmér	BA	Bólyi	03984	6	1022	161	78
7756	Pócsa	BA	Bólyi	22266	6	805	145	65
7757	Babarc	BA	Bólyi	05403	6	1885	683	311
7757	Liptód	BA	Bólyi	10038	6	1499	186	127
7759	Kisnyárád	BA	Mohácsi	33215	6	903	158	99
7759	Lánycsók	BA	Mohácsi	33330	6	2540	2251	891
7761	Kozármisleny	BA	Pécsi	06336	4	1445	6675	2363
7761	Lothárd	BA	Pécsi	31389	6	1046	236	111
7761	Magyarsarlós	BA	Pécsi	27067	6	803	261	109
7762	Pécsudvard	BA	Pécsi	21096	6	843	767	292
7763	Áta	BA	Pécsi	28583	6	809	152	87
7763	Egerág	BA	Pécsi	28918	6	1301	933	354
7763	Kisherend	BA	Pécsi	16975	6	692	176	77
7763	Szemely	BA	Pécsi	09308	6	947	462	190
7763	Szőkéd	BA	Pécsi	07694	6	958	339	138
7766	Kiskassa	BA	Siklósi	19910	6	1333	224	105
7766	Pécsdevecser	BA	Siklósi	15389	6	474	94	49
7766	Peterd	BA	Siklósi	32425	6	1060	210	90
7766	Újpetre	BA	Siklósi	06062	6	1671	974	381
7768	Kistótfalu	BA	Siklósi	10746	6	1050	286	130
7768	Vokány	BA	Siklósi	05892	6	1709	791	341
7771	Palkonya	BA	Siklósi	07153	6	1000	242	119
7772	Ivánbattyán	BA	Siklósi	03337	6	613	101	62
7772	Villánykövesd	BA	Siklósi	05209	6	749	214	116
7773	Kisjakabfalva	BA	Siklósi	12849	6	662	96	70
7773	Villány	BA	Siklósi	28024	4	2202	1982	961
7774	Márok	BA	Siklósi	20659	6	1593	394	183
7775	Illocska	BA	Siklósi	31936	6	1510	226	83
7775	Kislippó	BA	Siklósi	21616	6	837	269	116
7775	Lapáncsa	BA	Siklósi	06479	6	436	163	72
7775	Magyarbóly	BA	Siklósi	25177	6	1722	894	359
7781	Ivándárda	BA	Mohácsi	03346	6	767	195	100
7781	Lippó	BA	Mohácsi	22974	6	1453	464	206
7781	Sárok	BA	Mohácsi	20862	6	462	104	59
7782	Bezedek	BA	Mohácsi	14119	6	1136	187	98
7783	Majs	BA	Mohácsi	27863	6	3206	865	401
7784	Nagynyárád	BA	Mohácsi	14650	6	2434	632	316
7785	Sátorhely	BA	Mohácsi	33482	6	1760	575	244
7800	Kisharsány	BA	Siklósi	27021	6	1293	453	195
7800	Nagytótfalu	BA	Siklósi	28927	6	1117	298	129
7800	Siklós	BA	Siklósi	05519	4	5092	8700	4092
7811	Bisse	BA	Siklósi	24925	6	1380	208	117
7811	Bosta	BA	Pécsi	14368	6	595	116	50
7811	Csarnóta	BA	Siklósi	30614	6	533	133	55
7811	Szalánta	BA	Pécsi	22257	6	1708	1131	420
7811	Szilvás	BA	Pécsi	24712	6	604	122	57
7811	Túrony	BA	Siklósi	18582	6	940	245	101
7812	Garé	BA	Siklósi	07560	6	853	276	110
7813	Szava	BA	Siklósi	31060	6	1264	335	128
7814	Babarcszőlős	BA	Siklósi	09663	6	425	99	60
7814	Kisdér	BA	Siklósi	11183	6	437	104	52
7814	Ócsárd	BA	Pécsi	03780	6	1266	352	145
7814	Siklósbodony	BA	Siklósi	23205	6	433	137	46
7815	Harkány	BA	Siklósi	21528	4	2569	4689	2373
7817	Diósviszló	BA	Siklósi	32373	6	1581	623	248
7817	Márfa	BA	Siklósi	09450	6	409	184	75
7817	Rádfalva	BA	Siklósi	11518	6	1288	184	86
7822	Nagyharsány	BA	Siklósi	02653	6	2601	1362	516
7823	Kistapolca	BA	Siklósi	03151	6	357	196	74
7823	Siklósnagyfalu	BA	Siklósi	08800	6	909	401	118
7824	Egyházasharaszti	BA	Siklósi	16498	6	1099	318	124
7824	Old	BA	Siklósi	21704	6	1407	321	127
7826	Alsószentmárton	BA	Siklósi	33279	6	1361	1172	293
7827	Beremend	BA	Siklósi	31927	5	4826	2151	996
7827	Kásád	BA	Siklósi	17464	6	1329	277	133
7831	Pellérd	BA	Pécsi	16115	6	2093	2324	866
7833	Görcsöny	BA	Pécsi	30438	6	1852	1544	529
7833	Regenye	BA	Pécsi	25292	6	615	159	66
7833	Szőke	BA	Pécsi	22211	6	648	126	52
7834	Baksa	BA	Sellyei	03975	6	1382	774	282
7834	Tengeri	BA	Sellyei	13675	6	446	54	29
7834	Téseny	BA	Sellyei	20978	6	1208	281	103
7836	Bogádmindszent	BA	Sellyei	21892	6	1158	379	137
7836	Ózdfalu	BA	Sellyei	18661	6	800	138	60
7837	Hegyszentmárton	BA	Sellyei	21023	6	1878	405	162
7838	Besence	BA	Sellyei	30049	6	958	95	36
7838	Hirics	BA	Sellyei	03285	6	1468	236	75
7838	Lúzsok	BA	Sellyei	18865	6	652	198	70
7838	Nagycsány	BA	Sellyei	18111	6	565	130	43
7838	Páprád	BA	Sellyei	07010	6	1211	136	77
7838	Piskó	BA	Sellyei	23506	6	1155	220	80
7838	Vajszló	BA	Sellyei	28538	5	1771	1622	698
7838	Vejti	BA	Sellyei	18519	6	976	145	80
7839	Kemse	BA	Sellyei	06789	6	896	49	37
7839	Zaláta	BA	Sellyei	25122	6	2183	208	131
7841	Adorjás	BA	Sellyei	06868	6	810	158	59
7841	Baranyahídvég	BA	Sellyei	20464	6	849	179	68
7841	Kisszentmárton	BA	Sellyei	08651	6	1486	228	109
7841	Kórós	BA	Sellyei	08110	6	1512	171	78
7841	Sámod	BA	Sellyei	18050	6	620	179	78
7843	Cún	BA	Siklósi	11086	6	1843	195	88
7843	Drávapiski	BA	Siklósi	12380	6	491	98	42
7843	Kémes	BA	Siklósi	10542	6	689	430	184
7843	Szaporca	BA	Siklósi	34032	6	965	206	97
7843	Tésenfa	BA	Siklósi	32744	6	840	156	81
7846	Drávacsepely	BA	Siklósi	28121	6	660	192	89
7847	Drávaszerdahely	BA	Siklósi	30030	6	624	156	76
7847	Ipacsfa	BA	Siklósi	29948	6	601	199	85
7847	Kovácshida	BA	Siklósi	24226	6	809	233	96
7849	Drávacsehi	BA	Siklósi	28617	6	740	148	74
7850	Drávapalkonya	BA	Siklósi	22734	6	1013	262	107
7851	Drávaszabolcs	BA	Siklósi	28608	6	1122	706	287
7853	Gordisa	BA	Siklósi	33084	6	1088	290	95
7854	Matty	BA	Siklósi	15051	6	1690	303	141
7900	Botykapeterd	BA	Szigetvári	13365	6	1743	311	131
7900	Csertő	BA	Szigetvári	13851	6	1425	388	171
7900	Szigetvár	BA	Szigetvári	26578	4	3952	9594	4917
7912	Nagypeterd	BA	Szigetvári	27164	6	1163	641	249
7912	Nagyváty	BA	Szigetvári	14191	6	1267	287	130
7912	Nyugotszenterzsébet	BA	Szigetvári	26329	6	923	211	81
7913	Szentdénes	BA	Szentlőrinci	32009	6	1215	312	134
7914	Bánfa	BA	Szigetvári	07603	6	1206	189	74
7914	Katádfa	BA	Szigetvári	06965	6	439	139	53
7914	Rózsafa	BA	Szigetvári	04516	6	1664	325	140
7915	Dencsháza	BA	Szigetvári	07773	6	1398	519	206
7915	Szentegát	BA	Szigetvári	33613	6	2778	333	151
7918	Lakócsa	SO	Barcsi	11040	6	2532	509	239
7918	Szentborbás	SO	Barcsi	32841	6	747	105	63
7918	Tótújfalu	SO	Barcsi	16407	6	1327	206	143
7921	Somogyhatvan	BA	Szigetvári	25070	6	1352	333	125
7922	Somogyapáti	BA	Szigetvári	23807	6	1070	475	198
7923	Basal	BA	Szigetvári	15495	6	404	192	79
7923	Patapoklosi	BA	Szigetvári	17792	6	1265	277	114
7924	Somogyviszló	BA	Szigetvári	21281	6	1263	221	111
7925	Magyarlukafa	BA	Szigetvári	23542	6	1297	84	51
7925	Somogyhárságy	BA	Szigetvári	29142	6	3097	363	210
7926	Vásárosbéc	BA	Szigetvári	24952	6	2401	185	91
7932	Almáskeresztúr	BA	Szigetvári	20376	6	1303	85	51
7932	Mozsgó	BA	Szigetvári	29540	6	2176	879	338
7932	Szulimán	BA	Szigetvári	15404	6	1049	250	108
7934	Almamellék	BA	Szigetvári	13329	6	4433	413	170
7935	Csebény	BA	Szigetvári	21591	6	376	76	49
7935	Horváthertelend	BA	Szigetvári	23074	6	536	47	28
7935	Ibafa	BA	Szigetvári	33066	6	2930	175	90
7936	Szentlászló	BA	Szigetvári	16355	6	1406	779	285
7937	Boldogasszonyfa	BA	Szigetvári	13116	6	1722	389	207
7940	Csonkamindszent	BA	Szentlőrinci	22576	6	553	185	62
7940	Kacsóta	BA	Szentlőrinci	04297	6	951	278	108
7940	Szentlőrinc	BA	Szentlőrinci	15866	4	2781	6042	2548
7951	Gerde	BA	Szentlőrinci	12751	6	1276	492	187
7951	Pécsbagota	BA	Szentlőrinci	21519	6	607	95	44
7951	Szabadszentkirály	BA	Szentlőrinci	15079	6	1269	716	287
7951	Velény	BA	Szentlőrinci	22071	6	709	124	63
7953	Királyegyháza	BA	Szentlőrinci	20552	6	2288	814	306
7954	Gilvánfa	BA	Sellyei	18333	6	1543	345	118
7954	Gyöngyfa	BA	Szentlőrinci	28404	6	878	146	52
7954	Kisasszonyfa	BA	Sellyei	18908	6	887	184	69
7954	Magyarmecske	BA	Sellyei	05412	6	1195	288	110
7954	Magyartelek	BA	Sellyei	04385	6	684	188	67
7957	Okorág	BA	Sellyei	20686	6	1185	136	67
7958	Kákics	BA	Sellyei	06415	6	1489	192	87
7960	Drávaiványi	BA	Sellyei	32391	6	1101	167	82
7960	Drávasztára	BA	Sellyei	21698	6	1818	367	216
7960	Marócsa	BA	Sellyei	15219	6	1138	68	45
7960	Sellye	BA	Sellyei	28741	4	2518	2383	1105
7960	Sósvertike	BA	Sellyei	31714	6	660	148	69
7960	Sumony	BA	Szentlőrinci	02547	6	2021	418	154
7964	Csányoszró	BA	Sellyei	19901	6	2856	559	252
7966	Bogdása	BA	Sellyei	10694	6	2099	225	120
7967	Drávafok	BA	Sellyei	17419	6	2390	451	210
7967	Drávakeresztúr	BA	Sellyei	09159	6	1297	112	98
7967	Markóc	BA	Sellyei	16443	6	579	59	32
7968	Felsőszentmárton	BA	Sellyei	08819	6	1946	754	501
7971	Hobol	BA	Szigetvári	33932	6	1827	898	347
7972	Gyöngyösmellék	BA	Szigetvári	22664	6	1002	249	98
7973	Bürüs	BA	Szigetvári	07533	6	1630	73	37
7973	Endrőc	BA	Szigetvári	28273	6	1133	320	132
7973	Teklafalu	BA	Szigetvári	32072	6	1676	323	126
7973	Várad	BA	Szigetvári	08138	6	793	132	43
